rank,book_name,author,rating_value,rating_count,meta_score_num,number_of_voted_num,book_url,page,Cluster
389.0,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,3.88,185517,1680,21,https://www.goodreads.com/book/show/608474.The_Sign_of_Four,4,0
391.0,"Enemies Among Us (Nick Reagan, #2)",Jeffrey S. Stephens,4.31,1367,1677,19,https://www.goodreads.com/book/show/195395465-enemies-among-us,4,1
392.0,"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.73,306295,1676,20,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,4,3
392.0,"Picking Daisies on Sundays (Picking Daisies on Sundays, #1)",Liana Cincotti,3.99,128146,1676,18,https://www.goodreads.com/book/show/169690624-picking-daisies-on-sundays,4,3
394.0,"Champagne Widows: First Woman of Champagne, Veuve Clicquot",Rebecca Rosenberg,4.28,2494,1667,19,https://www.goodreads.com/book/show/58858616-champagne-widows,4,1
395.0,Haunted,Chuck Palahniuk,3.59,113225,1663,20,https://www.goodreads.com/book/show/22288.Haunted,4,0
396.0,Chasing Headlines (Chasing Victory #1),J. Rose Black,4.22,9577,1661,19,https://www.goodreads.com/book/show/222611395-chasing-headlines,4,1
397.0,"Redwall (Redwall, #1)",Brian Jacques,4.15,132366,1660,19,https://www.goodreads.com/book/show/7996.Redwall,4,3
398.0,Sometimes I Lie,Alice Feeney,3.73,385758,1648,20,https://www.goodreads.com/book/show/32326398-sometimes-i-lie,4,0
399.0,Ubik,Philip K. Dick,4.11,128742,1647,20,https://www.goodreads.com/book/show/22590.Ubik,4,3
400.0,"True Teryn (The Last Lumenian, #2)",S.G. Blaise,4.3,980,1641,19,https://www.goodreads.com/book/show/61205183-true-teryn,4,1
401.0,The Brothers Karamazov,Fyodor Dostoevsky,4.4,413412,1636,20,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,5,3
402.0,"The Blade Artist (Mark Renton, #4)",Irvine Welsh,3.83,8472,1630,19,https://www.goodreads.com/book/show/25870405-the-blade-artist,5,0
403.0,"Killing Floor (Jack Reacher, #1)",Lee Child,4.08,360368,1624,20,https://www.goodreads.com/book/show/78129.Killing_Floor,5,3
404.0,Everybody Knows,Jordan Harper,3.71,13621,1622,17,https://www.goodreads.com/book/show/61030532-everybody-knows,5,0
405.0,"Matched (Matched, #1)",Ally Condie,3.62,821282,1619,19,https://www.goodreads.com/book/show/7735333-matched,5,0
406.0,Survivor,Chuck Palahniuk,3.93,125815,1618,18,https://www.goodreads.com/book/show/36236123-survivor,5,3
407.0,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John le Carré,4.06,110045,1611,21,https://www.goodreads.com/book/show/10073506-tinker-tailor-soldier-spy,5,3
408.0,"Insurgent (Divergent, #2)",Veronica Roth,3.96,1654908,1604,21,https://www.goodreads.com/book/show/11735983-insurgent,5,3
408.0,Less Than Zero,Bret Easton Ellis,3.62,106469,1604,19,https://www.goodreads.com/book/show/9915.Less_Than_Zero,5,0
410.0,If on a Winter's Night a Traveler,Italo Calvino,4.01,116876,1602,20,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,5,3
411.0,"The Surgeon (Rizzoli & Isles, #1)",Tess Gerritsen,4.1,181333,1598,20,https://www.goodreads.com/book/show/32263.The_Surgeon,5,3
412.0,"The Archon of Peace (Sovereign, #1)",Juddy Anderson C. Punzalan,4.57,417,1596,16,https://www.goodreads.com/book/show/56236618-the-archon-of-peace,5,1
413.0,"Hannibal (Hannibal Lecter, #3)",Thomas Harris,3.82,120693,1594,19,https://www.goodreads.com/book/show/32418.Hannibal,5,0
414.0,Midwives,Chris Bohjalian,4.0,164544,1592,18,https://www.goodreads.com/book/show/5166.Midwives,5,3
415.0,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.55,485991,1589,20,https://www.goodreads.com/book/show/18335634-clockwork-princess,5,3
415.0,"Vow of Thieves (Dance of Thieves, #2)",Mary E. Pearson,4.29,120639,1589,17,https://www.goodreads.com/book/show/34196663-vow-of-thieves,5,3
417.0,The Stranger,Albert Camus,4.03,1519232,1587,19,https://www.goodreads.com/book/show/49552.The_Stranger,5,3
417.0,"One Lost Soul (Hidden Norfolk, #1)",J.M. Dalgliesh,4.07,24985,1587,17,https://www.goodreads.com/book/show/52145039-one-lost-soul,5,3
419.0,"Our Blue Orange (Godfrey Davis, #1)",A.R. Merrydew,4.2,5419,1586,17,https://www.goodreads.com/book/show/29629427-our-blue-orange,5,1
420.0,Filth,Irvine Welsh,3.82,32869,1585,18,https://www.goodreads.com/book/show/23966.Filth,5,0
421.0,The Time Machine,H.G. Wells,3.89,580205,1579,22,https://www.goodreads.com/book/show/2493.The_Time_Machine,5,3
422.0,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.3,333733,1578,19,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,5,3
423.0,Magenta,John Payton Foden,4.27,5006,1577,18,https://www.goodreads.com/book/show/59448257-magenta,5,1
424.0,The Reappearance of Rachel Price,Holly Jackson,4.08,253747,1576,17,https://www.goodreads.com/book/show/182484360-the-reappearance-of-rachel-price,5,3
425.0,A Tale of Two Cities,Charles Dickens,3.88,1033009,1570,21,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,5,3
426.0,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.45,1210740,1563,19,https://www.goodreads.com/book/show/23437156-six-of-crows,5,3
427.0,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,3.96,265293,1553,20,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,5,3
427.0,Different Seasons,Stephen King,4.36,226107,1553,18,https://www.goodreads.com/book/show/39662.Different_Seasons,5,3
427.0,Against the Machine: Evolution,Brian Van Norman,4.35,1091,1553,17,https://www.goodreads.com/book/show/123176505-against-the-machine,5,1
430.0,"Dead End Girl (Violet Darger, #1)",L.T. Vargus,4.17,28024,1551,16,https://www.goodreads.com/book/show/34820588-dead-end-girl,5,3
431.0,"Patriot Games (Jack Ryan, #1)",Tom Clancy,4.17,216606,1549,19,https://www.goodreads.com/book/show/32682.Patriot_Games,5,3
432.0,Dancing with a Dead Horse,Danielle DeVor,4.26,150,1546,17,https://www.goodreads.com/book/show/21956849-dancing-with-a-dead-horse,5,1
433.0,The Taming of the Shrew,William Shakespeare,3.73,183775,1540,20,https://www.goodreads.com/book/show/47021.The_Taming_of_the_Shrew,5,0
433.0,Wife For Sale,Tabita Gutu,4.4,916,1540,17,https://www.goodreads.com/book/show/124031612-wife-for-sale,5,1
435.0,"They Shoot Horses, Don't They?",Horace McCoy,3.85,12681,1539,16,https://www.goodreads.com/book/show/152052.They_Shoot_Horses_Don_t_They_,5,0
436.0,"Hometown Girl at Heart (Hometown, #1)",Kirsten Fullmer,4.29,3936,1535,17,https://www.goodreads.com/book/show/38230320-hometown-girl-at-heart,5,1
437.0,Verity,Colleen Hoover,4.29,4143228,1534,19,https://www.goodreads.com/book/show/59344312-verity,5,3
438.0,Woman on Fire,Lisa Barr,4.0,38101,1533,16,https://www.goodreads.com/book/show/58275730-woman-on-fire,5,3
439.0,Firestarter,Stephen King,3.92,252768,1532,17,https://www.goodreads.com/book/show/233667.Firestarter,5,3
440.0,"Grimm Up North (DCI Harry Grimm, #1)",David J. Gatward,4.24,15925,1530,16,https://www.goodreads.com/book/show/54453585-grimm-up-north,5,1
441.0,Tooth for Tooth (Talion #2),J.K. Franko,4.3,3423,1528,17,https://www.goodreads.com/book/show/52117056-tooth-for-tooth,5,1
442.0,The Pandarus File,Kyle Keyes,4.31,6457,1523,18,https://www.goodreads.com/book/show/13328554-the-pandarus-file,5,1
443.0,"Use of Weapons (Culture, #3)",Iain M. Banks,4.16,54351,1517,16,https://www.goodreads.com/book/show/12007.Use_of_Weapons,5,3
444.0,The History of Love,Nicole Krauss,3.92,142686,1513,16,https://www.goodreads.com/book/show/3867.The_History_of_Love,5,3
445.0,On the Road,Jack Kerouac,3.61,459680,1510,19,https://www.goodreads.com/book/show/70401.On_the_Road,5,0
446.0,"The Threat Below (Brathius History, #1)",Jason Latshaw,4.1,1626,1509,17,https://www.goodreads.com/book/show/51779181-the-threat-below,5,1
447.0,The Three Witches and The Master,Max Nowaz,4.3,17785,1508,18,https://www.goodreads.com/book/show/208051245-the-three-witches-and-the-master,5,1
447.0,Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09,533718,1508,19,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,5,3
449.0,Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,439857,1507,18,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,5,3
450.0,Taming Flame,Therisa Peimer,4.28,16644,1500,17,https://www.goodreads.com/book/show/61608233-taming-flame,5,1
451.0,TWISTED,Fayton Hollington,4.2,378,1497,17,https://www.goodreads.com/book/show/218487053-twisted,5,1
452.0,An Instance of the Fingerpost,Iain Pears,3.94,27778,1496,16,https://www.goodreads.com/book/show/15888.An_Instance_of_the_Fingerpost,5,0
452.0,Invisible Cities,Italo Calvino,4.09,102226,1496,17,https://www.goodreads.com/book/show/9809.Invisible_Cities,5,3
452.0,Marry Christmas,Linda Phillips,4.36,1083,1496,17,https://www.goodreads.com/book/show/89147256-marry-christmas,5,1
455.0,The Full Circle for Mick,Michael G. Kramer,4.33,6404,1495,16,https://www.goodreads.com/book/show/230152419-the-full-circle-for-mick,5,1
456.0,I Dream of Yellow Kites: What if it was all just a nightmare?,Retta Bono,3.95,103,1493,15,https://www.goodreads.com/book/show/29623917-i-dream-of-yellow-kites,5,1
456.0,Borealis: A Worldmaker of Yand Novel,Andri E. Elia,4.36,1051,1493,17,https://www.goodreads.com/book/show/202733411-borealis,5,1
458.0,Pale Fire,Vladimir Nabokov,4.17,60267,1486,17,https://www.goodreads.com/book/show/7805.Pale_Fire,5,3
459.0,The Merchant of Venice,William Shakespeare,3.77,207168,1483,18,https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice,5,0
459.0,"Lessons In Faking (Hall Beck University, #1)",Selina Mae,3.75,10036,1483,16,https://www.goodreads.com/book/show/210989710-lessons-in-faking,5,0
461.0,Queer,William S. Burroughs,3.47,25461,1478,18,https://www.goodreads.com/book/show/23942.Queer,5,0
462.0,Conduit (Emily Monroe #1),Angie Martin,3.97,532,1475,15,https://www.goodreads.com/book/show/20986629-conduit,5,1
463.0,"The Last Lumenian (The Last Lumenian, #1)",S.G. Blaise,4.23,4357,1473,17,https://www.goodreads.com/book/show/54329757-the-last-lumenian,5,1
464.0,I Let You Go,Clare Mackintosh,4.03,164986,1471,18,https://www.goodreads.com/book/show/30689367-i-let-you-go,5,3
464.0,"Gods of Another Kind (Another Kind, #3)",Steven Decker,4.4,962,1471,16,https://www.goodreads.com/book/show/199269990-gods-of-another-kind,5,1
466.0,Shifting Moon,Hope Worthington,4.36,954,1463,16,https://www.goodreads.com/book/show/34369608-shifting-moon,5,1
467.0,"Peeps (Peeps, #1)",Scott Westerfeld,3.78,25655,1458,16,https://www.goodreads.com/book/show/186103.Peeps,5,0
467.0,Dueling Fates (Immar & Stauros trilogy #1),Stephanie M. Allen,4.31,1206,1458,16,https://www.goodreads.com/book/show/54331802-dueling-fates,5,1
469.0,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.22,1490876,1456,18,https://www.goodreads.com/book/show/31434883-eleanor-oliphant-is-completely-fine,5,3
469.0,The Seventh Spark: Volume One – Knights of the Trinity,J.B. Lion,4.32,3573,1456,16,https://www.goodreads.com/book/show/55779669-the-seventh-spark,5,1
471.0,The Good Doctor,Jessica Payne,4.02,1970,1451,15,https://www.goodreads.com/book/show/146667119-the-good-doctor,5,1
472.0,The Last Juror,John Grisham,3.97,111623,1450,16,https://www.goodreads.com/book/show/5346.The_Last_Juror,5,3
473.0,Scent of the Dragon,Anthony Hulse,4.61,96,1444,15,https://www.goodreads.com/book/show/22874675-scent-of-the-dragon,5,1
474.0,The Glass Castle,Jeannette Walls,4.33,1408480,1441,18,https://www.goodreads.com/book/show/7445.The_Glass_Castle,5,3
474.0,The Lover's Portrait (Zelda Richardson Mystery #1),Jennifer S. Alderson,4.14,1688,1441,15,https://www.goodreads.com/book/show/30000039-the-lover-s-portrait,5,1
476.0,Derailed,James Siegel,3.77,2689,1440,15,https://www.goodreads.com/book/show/314362.Derailed,5,0
477.0,Last Exit to Brooklyn,Hubert Selby Jr.,3.96,34103,1435,16,https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn,5,3
478.0,Portrait of a Thief,Grace D. Li,3.44,33163,1433,15,https://www.goodreads.com/book/show/57021127-portrait-of-a-thief,5,0
479.0,"The Terminal List (Terminal List, #1)",Jack Carr,4.29,78340,1432,16,https://www.goodreads.com/book/show/35297106-the-terminal-list,5,3
480.0,[The Flanders Panel] [by: Arturo Perez-Reverte],Arturo Pérez-Reverte,3.79,28732,1429,15,https://www.goodreads.com/book/show/147311169-the-flanders-panel-by,5,0
481.0,Framed & Hunted: A True Story of Occult Persecution,Edward Williams,4.32,6514,1428,15,https://www.goodreads.com/book/show/197122500-framed-hunted,5,1
482.0,The Museum Detective (A Museum Detective Novel),Maha Khan Phillips,3.83,2279,1427,15,https://www.goodreads.com/book/show/215808119-the-museum-detective,5,0
483.0,"The Raphael Affair (Jonathan Argyll, #1)",Iain Pears,3.58,4326,1423,15,https://www.goodreads.com/book/show/875109.The_Raphael_Affair,5,0
484.0,Child of Another Kind,Steven Decker,4.28,6099,1419,16,https://www.goodreads.com/book/show/122773590-child-of-another-kind,5,1
485.0,"The Tower of Nero (The Trials of Apollo, #5)",Rick Riordan,4.46,92463,1418,15,https://www.goodreads.com/book/show/48717744-the-tower-of-nero,5,3
486.0,Under the Bus,Kyle Keyes,4.17,321,1415,16,https://www.goodreads.com/book/show/57243935-under-the-bus,5,1
487.0,In the Miso Soup,Ryū Murakami,3.61,49950,1414,17,https://www.goodreads.com/book/show/17810.In_the_Miso_Soup,5,0
488.0,The Outsiders,S.E. Hinton,4.15,1685723,1413,22,https://www.goodreads.com/book/show/231804.The_Outsiders,5,3
489.0,The Time Traveler's Wife,Audrey Niffenegger,4.0,1877479,1412,18,https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,5,3
490.0,"Outlander (Outlander, #1)",Diana Gabaldon,4.27,1184488,1411,20,https://www.goodreads.com/book/show/10964.Outlander,5,3
491.0,Sacrifices Beyond Kingdoms: A Provocative Romance Torn Between Continents and Cultures (The Sacrifices and Kingdoms Series Book 2),Patricia D'Arcy Laughlin,4.33,976,1408,15,https://www.goodreads.com/book/show/213600891-sacrifices-beyond-kingdoms,5,1
492.0,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.12,1034689,1401,19,https://www.goodreads.com/book/show/36381037-cinder,5,3
493.0,"One for Sorrow (Cunning Prophet, #1)",Jane Godman,4.34,151,1400,14,https://www.goodreads.com/book/show/25063488-one-for-sorrow,5,1
494.0,Into the Darkest Corner,Elizabeth Haynes,4.07,72631,1398,17,https://www.goodreads.com/book/show/15818362-into-the-darkest-corner,5,3
495.0,The Prestige,Christopher Priest,3.92,25543,1394,15,https://www.goodreads.com/book/show/239239.The_Prestige,5,0
496.0,"Dom Wars: Round One (Dom Wars, #1)",Lucian Bane,3.76,3206,1391,14,https://www.goodreads.com/book/show/20935363-dom-wars,5,0
497.0,The Wife Between Us,Greer Hendricks,3.82,460445,1389,18,https://www.goodreads.com/book/show/34189556-the-wife-between-us,5,0
498.0,Tropic of Cancer,Henry Miller,3.65,79980,1379,16,https://www.goodreads.com/book/show/249.Tropic_of_Cancer,5,0
499.0,"Porno (Mark Renton, #3)",Irvine Welsh,3.85,27386,1377,16,https://www.goodreads.com/book/show/23965.Porno,5,0
500.0,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,4.03,223257,1376,17,https://www.goodreads.com/book/show/16331.Murder_at_the_Vicarage,5,3
501.0,"The Prisoner of Acre (Ash Carter Near East Crime, #4)",Murray Bailey,4.42,507,1373,17,https://www.goodreads.com/book/show/203179651-the-prisoner-of-acre,6,1
502.0,Good Queen Beth,Alan Hardy,4.32,77,1372,14,https://www.goodreads.com/book/show/20906739-good-queen-beth,6,1
503.0,"Uglies (Uglies, #1)",Scott Westerfeld,3.84,715650,1368,17,https://www.goodreads.com/book/show/24770.Uglies,6,0
504.0,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,1379848,1367,17,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,6,3
505.0,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.87,87194,1362,15,https://www.goodreads.com/book/show/5345.The_Innocent_Man,6,0
506.0,The Awakening,Kate Chopin,3.69,233378,1360,16,https://www.goodreads.com/book/show/58345.The_Awakening,6,0
507.0,"Memory Man (Amos Decker, #1)",David Baldacci,4.13,164683,1357,18,https://www.goodreads.com/book/show/23153154-memory-man,6,3
508.0,The Girls Are Gone,Michael Brodkorb,3.7,8301,1354,14,https://www.goodreads.com/book/show/42407370-the-girls-are-gone,6,0
509.0,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.06,504245,1347,18,https://www.goodreads.com/book/show/45978.Eldest,6,3
510.0,"Along Came a Spider (Alex Cross, #1)",James Patterson,4.13,499818,1345,16,https://www.goodreads.com/book/show/13145.Along_Came_a_Spider,6,3
511.0,It,Stephen King,4.24,1318126,1344,16,https://www.goodreads.com/book/show/830502.It,6,3
512.0,The Guest List,Lucy Foley,3.79,1357545,1342,16,https://www.goodreads.com/book/show/52656911-the-guest-list,6,0
513.0,"Immoral Origins (The Desire Card, #1)",Lee Matthew Goldberg,4.27,4467,1341,16,https://www.goodreads.com/book/show/61093300-immoral-origins,6,1
514.0,Sacrifices For Kingdoms,Patricia D'Arcy Laughlin,4.3,752,1340,15,https://www.goodreads.com/book/show/199296785-sacrifices-for-kingdoms,6,1
515.0,"The Titian Committee (Jonathan Argyll, #2)",Iain Pears,3.71,2204,1338,14,https://www.goodreads.com/book/show/875108.The_Titian_Committee,6,0
516.0,"The Snowman (Harry Hole, #7)",Jo Nesbø,4.03,156211,1337,17,https://www.goodreads.com/book/show/9572203-the-snowman,6,3
517.0,Oliver Twist,Charles Dickens,3.88,437290,1334,16,https://www.goodreads.com/book/show/18254.Oliver_Twist,6,3
517.0,Charlotte’s Web,E.B. White,4.21,2103332,1334,18,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,6,3
519.0,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,128826,1330,15,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,6,3
520.0,"Love on the Line 2 (Women at Work, #2)",Kirsten Fullmer,4.3,6123,1324,15,https://www.goodreads.com/book/show/60297858-love-on-the-line-2,6,1
521.0,"Proud Pada (The Last Lumenian, #3)",S.G. Blaise,4.34,974,1321,15,https://www.goodreads.com/book/show/63130142-proud-pada,6,1
522.0,The Ways of Autumn,William Graney,4.42,121,1312,15,https://www.goodreads.com/book/show/34927038-the-ways-of-autumn,6,1
523.0,Earth of Another Kind (Another Kind #2),Steven Decker,4.38,834,1311,14,https://www.goodreads.com/book/show/193543491-earth-of-another-kind,6,1
524.0,Bratva Connection: Maxim,Becky Wilde,4.41,651,1304,15,https://www.goodreads.com/book/show/176265836-bratva-connection,6,1
525.0,Projector for Sale,Steven Decker,4.18,510,1303,15,https://www.goodreads.com/book/show/60529238-projector-for-sale,6,1
525.0,The Art Forger,Barbara A. Shapiro,3.77,97338,1303,14,https://www.goodreads.com/book/show/14568987-the-art-forger,6,0
527.0,"The Little Sister (Philip Marlowe, #5)",Raymond Chandler,3.98,19579,1301,14,https://www.goodreads.com/book/show/852401.The_Little_Sister,6,3
528.0,Caged,Shanna Ehrlich,3.74,583,1300,13,https://www.goodreads.com/book/show/31215933-caged,6,0
529.0,The Tenth Circle,Jodi Picoult,3.54,139740,1299,14,https://www.goodreads.com/book/show/10909.The_Tenth_Circle,6,0
530.0,"Worm Holes (Quantum Roots, #2)",Kyle Keyes,4.34,2089,1298,14,https://www.goodreads.com/book/show/34384161-worm-holes,6,1
531.0,Goose Island,Lucinda Davis,4.49,155,1296,13,https://www.goodreads.com/book/show/41360788-goose-island,6,1
531.0,The Surgeon,Leslie Wolfe,3.83,71990,1296,14,https://www.goodreads.com/book/show/75651263-the-surgeon,6,0
533.0,Get Rich or Get Lucky,Max Nowaz,4.25,20276,1287,14,https://www.goodreads.com/book/show/33623824-get-rich-or-get-lucky,6,3
534.0,Glamorama,Bret Easton Ellis,3.55,26226,1286,15,https://www.goodreads.com/book/show/9913.Glamorama,6,0
535.0,"Visions (The Secret Watchers, #1)",Lauren Klever,4.44,188,1285,13,https://www.goodreads.com/book/show/13583266-visions,6,1
536.0,The Stand,Stephen King,4.35,861681,1284,19,https://www.goodreads.com/book/show/149267.The_Stand,6,3
536.0,Ramonst,A.F. Knott,4.44,261,1284,14,https://www.goodreads.com/book/show/33125772-ramonst,6,1
538.0,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,566185,1282,16,https://www.goodreads.com/book/show/249747.Artemis_Fowl,6,3
539.0,And the Ass Saw the Angel,Nick Cave,3.84,11452,1278,15,https://www.goodreads.com/book/show/68682.And_the_Ass_Saw_the_Angel,6,0
540.0,"Ready Player One (Ready Player One, #1)",Ernest Cline,4.22,1343092,1275,17,https://www.goodreads.com/book/show/9969571-ready-player-one,6,3
541.0,"The Selection (The Selection, #1)",Kiera Cass,4.07,1815130,1274,15,https://www.goodreads.com/book/show/10507293-the-selection,6,3
542.0,"The Body in the Library (Miss Marple, #2)",Agatha Christie,3.81,135217,1267,15,https://www.goodreads.com/book/show/16319.The_Body_in_the_Library,6,0
543.0,We Need to Talk About Kevin,Lionel Shriver,4.08,222833,1266,15,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,6,3
544.0,White Oleander,Janet Fitch,4.01,371069,1262,15,https://www.goodreads.com/book/show/32234.White_Oleander,6,3
544.0,Stoneslayer: Book One Scandal,Candace L. Talmadge,4.38,2343,1262,15,https://www.goodreads.com/book/show/217306484-stoneslayer,6,1
546.0,"Unwind (Unwind, #1)",Neal Shusterman,4.17,255176,1260,15,https://www.goodreads.com/book/show/764347.Unwind,6,3
547.0,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,3.89,639688,1259,18,https://www.goodreads.com/book/show/16160797-the-cuckoo-s-calling,6,3
548.0,The Shadow Girl,Misty Mount,4.25,2392,1258,14,https://www.goodreads.com/book/show/44274121-the-shadow-girl,6,1
548.0,"Portrait of an Unknown Woman (Gabriel Allon, #22)",Daniel Silva,4.23,34712,1258,13,https://www.goodreads.com/book/show/59609728-portrait-of-an-unknown-woman,6,3
550.0,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.3,889118,1257,17,https://www.goodreads.com/book/show/7171637-clockwork-angel,6,3
551.0,Mistress Suffragette,Diana Forbes,4.29,4552,1256,14,https://www.goodreads.com/book/show/34521870-mistress-suffragette,6,1
552.0,Extreme,Joan Gelfand,4.41,269,1254,14,https://www.goodreads.com/book/show/53483098-extreme,6,1
552.0,SMILES FOR THE HOLIDAYS: Silly Seasonal Short Stories,Nancy O'Meara,4.3,1144,1254,14,https://www.goodreads.com/book/show/200724335-smiles-for-the-holidays,6,1
554.0,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,245674,1253,15,https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,6,3
554.0,"The Girl with the Porcelain Lips (Godfrey Davis, #2)",A.R. Merrydew,4.32,881,1253,14,https://www.goodreads.com/book/show/200357113-the-girl-with-the-porcelain-lips,6,1
556.0,Night Film,Marisha Pessl,3.78,97462,1251,15,https://www.goodreads.com/book/show/18770398-night-film,6,0
556.0,"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives",Anne Michaud,4.29,13508,1251,15,https://www.goodreads.com/book/show/58524608-why-they-stay,6,1
556.0,The Last Guest House,Caroline Mitchell,3.76,4268,1251,13,https://www.goodreads.com/book/show/202080365-the-last-guest-house,6,0
559.0,Frankie the Ferret,Kimberley Paterson,4.34,319,1250,14,https://www.goodreads.com/book/show/52677419-frankie-the-ferret,6,1
559.0,Drawpoint (Blake Brier #4),L.T. Ryan,4.49,5721,1250,13,https://www.goodreads.com/book/show/57686186-drawpoint,6,1
561.0,Framed: Astonishing True Stories of Wrongful Convictions,John Grisham,4.1,28261,1248,13,https://www.goodreads.com/book/show/209786389-framed,6,3
562.0,"The Book of the Dead (Pendergast, #7; Diogenes, #3)",Douglas Preston,4.18,40499,1247,13,https://www.goodreads.com/book/show/30068.The_Book_of_the_Dead,6,3
563.0,A Walk to Remember,Nicholas Sparks,4.2,854837,1245,16,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,6,3
564.0,"Love on the Line (Women at Work, #1)",Kirsten Fullmer,4.26,4153,1240,14,https://www.goodreads.com/book/show/35440465-love-on-the-line,6,1
565.0,Ward D,Freida McFadden,3.96,752296,1239,13,https://www.goodreads.com/book/show/123193218-ward-d,6,3
566.0,"Betrayal of Justice (Zachary Blake Betrayal, #2)",Mark M. Bello,4.24,479,1238,14,https://www.goodreads.com/book/show/36064416-betrayal-of-justice,6,1
567.0,The Postman Always Rings Twice,James M. Cain,3.75,50784,1234,13,https://www.goodreads.com/book/show/25807.The_Postman_Always_Rings_Twice,6,0
568.0,You Will Know Me,Megan Abbott,3.43,45697,1231,16,https://www.goodreads.com/book/show/25251757-you-will-know-me,6,0
569.0,"The Gauguin Connection (Genevieve Lenard, #1)",Estelle Ryan,4.06,10666,1229,13,https://www.goodreads.com/book/show/18761644-the-gauguin-connection,6,3
570.0,Keeping Secrets (Sam Mason Mystery #2),L.A. Dobbs,4.23,11105,1226,13,https://www.goodreads.com/book/show/55279442-keeping-secrets,6,1
571.0,"Sheever's Journal, Diary of a Poison Master",K. Ritz,4.3,34169,1221,14,https://www.goodreads.com/book/show/52022378-sheever-s-journal-diary-of-a-poison-master,6,3
572.0,The Virgin of Small Plains,Nancy Pickard,3.87,7270,1218,13,https://www.goodreads.com/book/show/180648.The_Virgin_of_Small_Plains,6,0
573.0,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.29,967154,1214,15,https://www.goodreads.com/book/show/7736182-the-lost-hero,6,3
574.0,To Kill a Mockingbird,Harper Lee,4.26,7111423,1213,16,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,6,3
575.0,"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,1845071,1206,16,https://www.goodreads.com/book/show/17347634-me-before-you,6,3
575.0,Digital Fortress,Dan Brown,3.71,673340,1206,15,https://www.goodreads.com/book/show/11125.Digital_Fortress,6,0
575.0,Ham on Rye,Charles Bukowski,4.13,122976,1206,14,https://www.goodreads.com/book/show/38501.Ham_on_Rye,6,3
578.0,Glue,Irvine Welsh,3.91,15472,1204,14,https://www.goodreads.com/book/show/23960.Glue,6,0
579.0,Story of the Eye,Georges Bataille,3.64,26719,1203,14,https://www.goodreads.com/book/show/436806.Story_of_the_Eye,6,0
579.0,The Dragon Storm: Abracadabra,Anthony DiPaolo,4.36,823,1203,14,https://www.goodreads.com/book/show/201050822-the-dragon-storm,6,1
581.0,The Princess Bride,William Goldman,4.27,963028,1202,16,https://www.goodreads.com/book/show/21787.The_Princess_Bride,6,3
